date,title,url
2018-07-03,USDA Expert Helps Shape Global Agricultural Outlook Report,https://www.usda.gov/about-usda/news/blog/usda-expert-helps-shape-global-agricultural-outlook-report
2018-06-07,USDA Announces $309 Million Investment in Rural Electric Utilities,https://www.usda.gov/about-usda/news/press-releases/2018/06/07/usda-announces-309-million-investment-rural-electric-utilities
2018-05-16,USDA Announces Plant Variety Protection Board Appointments,https://www.usda.gov/about-usda/news/press-releases/2018/05/16/usda-announces-plant-variety-protection-board-appointments
2018-05-09,United States Issues First-Ever WTO Counter Notification Against India’s Market Price Support,https://www.usda.gov/about-usda/news/press-releases/2018/05/09/united-states-issues-first-ever-wto-counter-notification-against-indias-market-price-support
2018-05-04,A Food Forest Grows in Atlanta,https://www.usda.gov/about-usda/news/blog/food-forest-grows-atlanta
2018-04-03,USDA Brings Better Data to Market,https://www.usda.gov/about-usda/news/blog/usda-brings-better-data-market
2018-03-23,Secretary Perdue Applauds Broadband Investment Included in Omnibus,https://www.usda.gov/about-usda/news/press-releases/2018/03/23/secretary-perdue-applauds-broadband-investment-included-omnibus
2018-03-12,USDA Decides Not to Impose Additional Regulatory Requirements for Organic Producers and Handlers,https://www.usda.gov/about-usda/news/press-releases/2018/03/12/usda-decides-not-impose-additional-regulatory-requirements-organic-producers-and-handlers
2018-01-29,Tracking Forest Sustainability to Meet U.S. and International Goals,https://www.usda.gov/about-usda/news/blog/tracking-forest-sustainability-meet-us-and-international-goals
2018-01-24,Perdue Announces USDA’s Farm Bill and Legislative Principles for 2018,https://www.usda.gov/about-usda/news/press-releases/2018/01/24/perdue-announces-usdas-farm-bill-and-legislative-principles-2018
2018-01-16,USDA Announces Popcorn Board Appointments,https://www.usda.gov/about-usda/news/press-releases/2018/01/16/usda-announces-popcorn-board-appointments
2017-11-30,Secretary Perdue Statement: U.S. Farm Exports to Continue Strong in FY 2018,https://www.usda.gov/about-usda/news/press-releases/2017/11/30/secretary-perdue-statement-us-farm-exports-continue-strong-fy-2018
2017-11-28,What to Do with Your Leftover Turkey? The G20 Meeting of the Agricultural Chief Scientists May Have Some Insight,https://www.usda.gov/media/blog/2017/11/28/what-do-your-leftover-turkey-g20-meeting-agricultural-chief-scientists-may
2017-07-17,Big Data Yields Big Opportunities in Agriculture,https://www.usda.gov/about-usda/news/blog/big-data-yields-big-opportunities-agriculture
2017-06-15,Secretary Perdue Hosts Inaugural Rural Prosperity Task Force Meeting,https://www.usda.gov/about-usda/news/press-releases/2017/06/15/secretary-perdue-hosts-inaugural-rural-prosperity-task-force-meeting
2017-06-08,USDA Helps Expand Rural Broadband Infrastructure in Four States,https://www.usda.gov/about-usda/news/press-releases/2017/06/08/usda-helps-expand-rural-broadband-infrastructure-four-states
2017-05-04,Too Hot for Coffee! Warming Temperatures in Puerto Rico Present a Challenge to Coffee Growers,https://www.usda.gov/about-usda/news/blog/too-hot-coffee-warming-temperatures-puerto-rico-present-challenge-coffee-growers
2017-01-03,Scientific Integrity and Research Misconduct,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-scientist/scientific-integrity-and-research-misconduct
2016-12-28,Plain Language Writing in USDA,https://www.usda.gov/plain-writing
2016-12-20,Research and Science,https://www.usda.gov/about-food/nutrition-research-and-programs/research-and-science
2016-12-14,USDA Announces Farmer Fair Practices Rules - Clarifications for Industry & Protections for Farmers,https://www.usda.gov/about-usda/news/press-releases/2016/12/14/usda-announces-farmer-fair-practices-rules-clarifications-industry-protections-farmers
2016-11-30,Statement from Agriculture Secretary Vilsack on Farm Income Forecast for 2016,https://www.usda.gov/about-usda/news/press-releases/2016/11/30/statement-agriculture-secretary-vilsack-farm-income-forecast-2016
2016-11-28,USDA Expands Public-Private Partnerships to Create Economic Opportunities through Regional Food Supply Chains,https://www.usda.gov/about-usda/news/press-releases/2016/11/28/usda-expands-public-private-partnerships-create-economic-opportunities-through-regional-food-supply
2016-10-20,Gulf of Mexico Communities Depend on a Healthy Gulf,https://www.usda.gov/about-usda/news/blog/gulf-mexico-communities-depend-healthy-gulf
2016-10-19,U.S. and Mexico Collaborate on Organic Monitoring and Enforcement,https://www.usda.gov/about-usda/news/blog/us-and-mexico-collaborate-organic-monitoring-and-enforcement
2016-10-13,Innovation Grows Local Food Economies in New York State,https://www.usda.gov/about-usda/news/blog/innovation-grows-local-food-economies-new-york-state
2016-10-07,Farm to School Goes Year Round in the Northeast,https://www.usda.gov/about-usda/news/blog/farm-school-goes-year-round-northeast
2016-10-05,New and Improved Tools Help Adapt Forests to Changing Conditions,https://www.usda.gov/about-usda/news/blog/new-and-improved-tools-help-adapt-forests-changing-conditions
2016-09-30,In Conversation with #WomeninAg: Jamie Clover Adams,https://www.usda.gov/about-usda/news/blog/conversation-womeninag-jamie-clover-adams
2016-09-13,Local Foods in Schools Bring Rural Communities Together,https://www.usda.gov/about-usda/news/blog/local-foods-schools-bring-rural-communities-together
2016-09-13,"United States Challenges Excessive Chinese Support for Rice, Wheat, and Corn",https://www.usda.gov/about-usda/news/press-releases/2016/09/13/united-states-challenges-excessive-chinese-support-rice-wheat-and-corn
2016-09-06,Knowledge at Your Fingertips Makes Every Penny Count,https://www.usda.gov/about-usda/news/blog/knowledge-your-fingertips-makes-every-penny-count
2016-08-30,Statement from Agriculture Secretary Vilsack on Farm Income Forecasts for 2015 and 2016,https://www.usda.gov/about-usda/news/press-releases/2016/08/30/statement-agriculture-secretary-vilsack-farm-income-forecasts-2015-and-2016
2016-08-23,"USDA to Purchase Surplus Cheese for Food Banks and Families in Need, Continue to Assist Dairy Producers",https://www.usda.gov/about-usda/news/press-releases/2016/08/23/usda-purchase-surplus-cheese-food-banks-and-families-need-continue-assist-dairy-producers
2016-08-16,Farmers Market Managers: Innovative Entrepreneurs Meeting Community Needs,https://www.usda.gov/about-usda/news/blog/farmers-market-managers-innovative-entrepreneurs-meeting-community-needs
2016-08-11,Showcasing New Opportunities in the Growing Philippines Food and Beverage Market,https://www.usda.gov/about-usda/news/blog/showcasing-new-opportunities-growing-philippines-food-and-beverage-market
2016-08-04,USDA Announces Safety Net Assistance for Milk Producers Due to Tightening Dairy Margins,https://www.usda.gov/about-usda/news/press-releases/2016/08/04/usda-announces-safety-net-assistance-milk-producers-due-tightening-dairy-margins
2016-08-03,A Conversation with USDA Leader Audrey Rowe,https://www.usda.gov/about-usda/news/blog/conversation-usda-leader-audrey-rowe
2016-08-02,EPA and USDA Pledge Actions to Support America's Growing Water Quality Trading Markets,https://www.usda.gov/about-usda/news/blog/epa-and-usda-pledge-actions-support-americas-growing-water-quality-trading-markets
2016-08-02,Getting a Summer Staple to Market at Peak Maturity,https://www.usda.gov/about-usda/news/blog/getting-summer-staple-market-peak-maturity
2016-07-05,Alaska Beavers Entertain Web Cam Viewers Around the World,https://www.usda.gov/about-usda/news/blog/alaska-beavers-entertain-web-cam-viewers-around-world
2016-06-27,Mapping Appalachia's Local Food System: 900 Entrepreneurs At A Time,https://www.usda.gov/about-usda/news/blog/mapping-appalachias-local-food-system-900-entrepreneurs-time
2016-05-27,Northern Plains Regional Climate Hub Extension and Outreach Team Develop Regional Efforts,https://www.usda.gov/about-usda/news/blog/northern-plains-regional-climate-hub-extension-and-outreach-team-develop-regional-efforts
2016-05-27,USDA Announces More Than $8 Million in Payments to Support the Production of Advanced Biofuel,https://www.usda.gov/about-usda/news/press-releases/2016/05/27/usda-announces-more-8-million-payments-support-production-advanced-biofuel
2016-05-12,USDA Releases Results of New Survey on Honey Bee Colony Health,https://www.usda.gov/about-usda/news/press-releases/2016/05/12/usda-releases-results-new-survey-honey-bee-colony-health
2016-04-19,Protecting Organic Integrity through Enforcement,https://www.usda.gov/about-usda/news/blog/protecting-organic-integrity-through-enforcement
2016-04-04,New GroupGAP Certification Brings New Opportunities for the Produce Industry,https://www.usda.gov/about-usda/news/blog/new-groupgap-certification-brings-new-opportunities-produce-industry
2016-04-04,USDA Announces New GroupGAP Program for the Produce Industry,https://www.usda.gov/about-usda/news/press-releases/2016/04/04/usda-announces-new-groupgap-program-produce-industry
2016-03-31,"Federal, Philanthropic Partners Join to Strengthen Local Food Supply Chains",https://www.usda.gov/about-usda/news/press-releases/2016/03/31/federal-philanthropic-partners-join-strengthen-local-food-supply-chains
2016-03-16,The Healthy Eating Index: How Is America Doing?,https://www.usda.gov/about-usda/news/blog/healthy-eating-index-how-america-doing
2016-03-10,Expertise + Training + Commitment = A Day in the Life of a USDA Process Verified Program Auditor,https://www.usda.gov/about-usda/news/blog/expertise-training-commitment-day-life-usda-process-verified-program-auditor
2016-03-04,Growing a Daily Dose of Nature for Everyone,https://www.usda.gov/about-usda/news/blog/growing-daily-dose-nature-everyone
2016-02-25,Hog Wild Over Broadband,https://www.usda.gov/about-usda/news/blog/hog-wild-over-broadband
2016-02-17,"2,700 Miles of Fiber",https://www.usda.gov/about-usda/news/blog/2700-miles-fiber
2016-02-09,Statement from Agriculture Secretary Vilsack on Farm Income Forecasts for 2016,https://www.usda.gov/about-usda/news/press-releases/2016/02/09/statement-agriculture-secretary-vilsack-farm-income-forecasts-2016
2016-02-04,Special Bean Team Tackling World Hunger with Science,https://www.usda.gov/about-usda/news/blog/special-bean-team-tackling-world-hunger-science
2016-01-06,Bob Stallman Appreciation Day Transcript,https://www.usda.gov/about-usda/news/transcripts-speeches/2016/01/06/bob-stallman-appreciation-day-transcript
2015-12-17,"Oh Maple Syrup, How I Love Thee. Let me Count the Ways.",https://www.usda.gov/about-usda/news/blog/oh-maple-syrup-how-i-love-thee-let-me-count-ways
2015-12-16,Federal Agencies Release Update on National Biogas Activities,https://www.usda.gov/about-usda/news/press-releases/2015/12/16/federal-agencies-release-update-national-biogas-activities
2015-12-02,USDA Report Warns Climate Change Likely to Impede Progress on Global Food Security,https://www.usda.gov/about-usda/news/press-releases/2015/12/02/usda-report-warns-climate-change-likely-impede-progress-global-food-security
2015-11-12,Crop Insurance Keeps the Rural Economy Strong and Sustainable,https://www.usda.gov/about-usda/news/blog/crop-insurance-keeps-rural-economy-strong-and-sustainable
2015-10-29,Closing the Gap on Food Safety,https://www.usda.gov/about-usda/news/blog/closing-gap-food-safety
2015-10-29,Agriculture Deputy Secretary Krysta Harden Announces New USDA Commitments to Help Build Up Next Generation of Farmers and Ranchers,https://www.usda.gov/about-usda/news/press-releases/2015/10/29/agriculture-deputy-secretary-krysta-harden-announces-new-usda-commitments-help-build-next-generation
2015-10-22,GroupGAP Program Brings New Market Opportunities for Farmers,https://www.usda.gov/about-usda/news/blog/groupgap-program-brings-new-market-opportunities-farmers
2015-10-06,A Diet to Help Conserve Bees When Food Is Scarce,https://www.usda.gov/about-usda/news/blog/diet-help-conserve-bees-when-food-scarce
2015-10-06,Food and Agriculture Groups Express Optimism and Confidence in Trans-Pacific Partnership Agreement,https://www.usda.gov/about-usda/news/press-releases/2015/10/06/food-and-agriculture-groups-express-optimism-and-confidence-trans-pacific-partnership-agreement
2015-09-30,GroupGAP: Food Safety Assurance for Growers and Buyers Big and Small,https://www.usda.gov/about-usda/news/blog/groupgap-food-safety-assurance-growers-and-buyers-big-and-small
2015-09-04,"USDA: Leading the Way Towards Preserving and Restoring Our Water, Soil and Lands",https://www.usda.gov/about-usda/news/blog/usda-leading-way-towards-preserving-and-restoring-our-water-soil-and-lands
2015-08-10,Opportunities for Native Youth Available through APHIS' Safeguarding Natural Heritage Program,https://www.usda.gov/about-usda/news/blog/opportunities-native-youth-available-through-aphis-safeguarding-natural-heritage-program
2015-07-22,The Price is Right: Local Beef Reporting in Vermont,https://www.usda.gov/about-usda/news/blog/price-right-local-beef-reporting-vermont
2015-07-20,USDA Announces Funding for Rural Broadband Projects,https://www.usda.gov/about-usda/news/press-releases/2015/07/20/usda-announces-funding-rural-broadband-projects
2015-07-16,Agriculture Secretary Vilsack Announces Available Funding and Changes to USDA's Biorefinery and Biobased Product Program,https://www.usda.gov/about-usda/news/press-releases/2015/07/16/agriculture-secretary-vilsack-announces-available-funding-and-changes-usdas-biorefinery-and-biobased
2015-07-10,"USDA Grain Inspectors Work to Uphold America's Reputation for Quality, Support New Markets",https://www.usda.gov/about-usda/news/blog/usda-grain-inspectors-work-uphold-americas-reputation-quality-support-new-markets
2015-07-09,"USDA Employee Named ""Recovery Champion"" for Oregon Chub Conservation Efforts",https://www.usda.gov/about-usda/news/blog/usda-employee-named-recovery-champion-oregon-chub-conservation-efforts
2015-07-01,Remarks as Delivered by Agriculture Deputy Secretary Krysta Harden at the World Cocoa Foundation 2015 Partnership Meeting,https://www.usda.gov/about-usda/news/transcripts-speeches/2015/07/01/remarks-delivered-agriculture-deputy-secretary-krysta-harden-world-cocoa-foundation-2015-partnership
2015-05-29,"Fact Sheet: USDA Invests in Clean Energy Economy, Supporting U.S. Producers and Seeking to Double Number of Higher Blend Renewable Fuel Pumps Available to Consumers",https://www.usda.gov/about-usda/news/press-releases/2015/05/29/fact-sheet-usda-invests-clean-energy-economy-supporting-us-producers-and-seeking-double-number
2015-05-28,"BLM, U.S. Forest Service Plans for Western Public Lands Provide for Greater Sage-Grouse Protection, Balanced Development",https://www.usda.gov/about-usda/news/press-releases/2015/05/28/blm-us-forest-service-plans-western-public-lands-provide-greater-sage-grouse-protection-balanced
2015-04-23,Remarks as Prepared for Delivery by Secretary Vilsack on Rollout of USDA's Building Blocks for Climate Smart Agriculture & Forestry Strategy at Michigan State University,https://www.usda.gov/about-usda/news/transcripts-speeches/2015/04/23/remarks-prepared-delivery-secretary-vilsack-rollout-usdas-building-blocks-climate-smart-agriculture
2015-04-21,"Birds, Butterflies, Dragonflies and Bats",https://www.usda.gov/about-usda/news/blog/birds-butterflies-dragonflies-and-bats
2015-04-20,Largest Forest Service Restoration Initiative Reaches Milestone,https://www.usda.gov/about-usda/news/press-releases/2015/04/20/largest-forest-service-restoration-initiative-reaches-milestone
2015-03-30,"USDA, U.S. Fish and Wildlife Service Launch Ecosystem-Wide Effort to Aid Southwestern Willow Flycatcher and Other Riparian Species",https://www.usda.gov/about-usda/news/press-releases/2015/03/30/usda-us-fish-and-wildlife-service-launch-ecosystem-wide-effort-aid-southwestern-willow-flycatcher
2015-03-23,Promoting Skills and Training for Low-Income Workers,https://www.usda.gov/about-usda/news/blog/promoting-skills-and-training-low-income-workers
2015-03-12,Agriculture is on Upswing in Nevada,https://www.usda.gov/about-usda/news/blog/agriculture-upswing-nevada
2015-03-12,"Remarks as Prepared for Delivery by Secretary Vilsack at the Stakeholder Workshop on Coexistence in Raleigh, North Carolina",https://www.usda.gov/about-usda/news/transcripts-speeches/2015/03/12/remarks-prepared-delivery-secretary-vilsack-stakeholder-workshop-coexistence-raleigh-north-carolina
2015-03-10,USDA Efforts for Coexistence,https://www.usda.gov/farming-and-ranching/resources-small-and-mid-sized-farmers/agricultural-coexistence/usda-efforts-coexistence
2015-03-03,Cutting Edge Genetics Research for Wildlife and Fish Conservation,https://www.usda.gov/about-usda/news/blog/cutting-edge-genetics-research-wildlife-and-fish-conservation
2015-02-19,"Remarks as Delivered by Secretary Vilsack and Panelists at 2015 Agricultural Outlook Forum Plenary Panel on Innovation, Biotechnology and Big Data",https://www.usda.gov/about-usda/news/transcripts-speeches/2015/02/19/remarks-delivered-secretary-vilsack-and-panelists-2015-agricultural-outlook-forum-plenary-panel
2015-01-26,Statement from Secretary Vilsack on Expanded Market Access for U.S. Grown Apples to China,https://www.usda.gov/about-usda/news/press-releases/2015/01/26/statement-secretary-vilsack-expanded-market-access-us-grown-apples-china
2015-01-12,More than Half of Nation's Dairy Producers Enroll in New Margin Protection Program,https://www.usda.gov/about-usda/news/press-releases/2015/01/12/more-half-nations-dairy-producers-enroll-new-margin-protection-program
2014-12-02,USDA Announces Support for Producers of Advanced Biofuel,https://www.usda.gov/about-usda/news/press-releases/2014/12/02/usda-announces-support-producers-advanced-biofuel
2014-11-25,"Before You Slice the Turkey, Give Thanks to Those Wild Cousins",https://www.usda.gov/about-usda/news/blog/you-slice-turkey-give-thanks-those-wild-cousins
2014-10-31,Willow Cove Elementary Brings the Classroom Outside,https://www.usda.gov/about-usda/news/blog/willow-cove-elementary-brings-classroom-outside
2014-10-30,"O Halloween, Arachnophobia, Entomophobia, and Why Insects Exist",https://www.usda.gov/about-usda/news/blog/o-halloween-arachnophobia-entomophobia-and-why-insects-exist
2014-10-29,"Building Local Food Systems, Cooperatively",https://www.usda.gov/about-usda/news/blog/building-local-food-systems-cooperatively
2014-10-22,"USDA Releases New State-by-State ""Made in Rural America"" Report",https://www.usda.gov/about-usda/news/press-releases/2014/10/22/usda-releases-new-state-state-made-rural-america-report
2014-10-22,USDA Announces Funding for Rural Broadband and Telecommunications Infrastructure,https://www.usda.gov/about-usda/news/press-releases/2014/10/22/usda-announces-funding-rural-broadband-and-telecommunications-infrastructure
2014-09-30,Nation's Ag Co-ops Set Record for Annual Sales and Income,https://www.usda.gov/about-usda/news/press-releases/2014/09/30/nations-ag-co-ops-set-record-annual-sales-and-income
2014-08-26,Bringing the Best to School Lunches,https://www.usda.gov/about-usda/news/blog/bringing-best-school-lunches
2014-08-08,A Kansas Community Dedicated to Providing Access to Locally Grown Food,https://www.usda.gov/about-usda/news/blog/kansas-community-dedicated-providing-access-locally-grown-food
2014-08-07,Participants in Open Data Roundtables Guide USDA on Ways to Provide High Quality Data to Users,https://www.usda.gov/about-usda/news/blog/participants-open-data-roundtables-guide-usda-ways-provide-high-quality-data-users
2014-08-06,Coordinated Response to Citrus Greening Disease,https://www.usda.gov/farming-and-ranching/plants-and-crops/plant-health-and-research/coordinated-response-citrus-greening-disease
2014-08-01,"FACT SHEET: Biogas Opportunities Roadmap: Voluntary Actions to Reduce Methane Emissions, Increase Energy Independence and Grow the Economy",https://www.usda.gov/about-usda/news/press-releases/2014/08/01/fact-sheet-biogas-opportunities-roadmap-voluntary-actions-reduce-methane-emissions-increase-energy
2014-07-21,On the Road to Success for Local and Regional Food,https://www.usda.gov/about-usda/news/blog/road-success-local-and-regional-food
2014-06-18,Remarks as Prepared for Agriculture Secretary Tom Vilsack Before the Agricultural Ministers of the European Union,https://www.usda.gov/about-usda/news/transcripts-speeches/2014/06/18/remarks-prepared-agriculture-secretary-tom-vilsack-agricultural-ministers-european-union
2014-06-17,New Web-Based Tool Helps Land Managers Plan for Forests' Future,https://www.usda.gov/about-usda/news/blog/new-web-based-tool-helps-land-managers-plan-forests-future
2014-06-05,The International Institute of Tropical Forestry Celebrates 75 Years of Research Success,https://www.usda.gov/about-usda/news/blog/international-institute-tropical-forestry-celebrates-75-years-research-success
2014-04-22,Celebrating Our Glorious Planet,https://www.usda.gov/about-usda/news/blog/celebrating-our-glorious-planet
2014-04-08,"Spelling out the A, B, Cs of Accessing Business Credit",https://www.usda.gov/about-usda/news/blog/spelling-out-b-cs-accessing-business-credit
2014-03-28,USDA Foods Get Even Greener,https://www.usda.gov/about-usda/news/blog/usda-foods-get-even-greener
2014-03-06,"Farm Bill Program Continues to Nurture Healthy Forest, Help Wildlife",https://www.usda.gov/about-usda/news/blog/farm-bill-program-continues-nurture-healthy-forest-help-wildlife
2014-02-20,Secretary Vilsack Remarks at 2014 Agricultural Outlook Forum,https://www.usda.gov/about-usda/news/transcripts-speeches/2014/02/20/secretary-vilsack-remarks-2014-agricultural-outlook-forum
2014-02-18,It All Starts with a Seed,https://www.usda.gov/about-usda/news/blog/it-all-starts-seed
2014-01-27,"From Small Potatoes to 36,000 Pounds of Carrots: Farm to School Grows",https://www.usda.gov/about-usda/news/blog/small-potatoes-36000-pounds-carrots-farm-school-grows
2014-01-16,"American Adults are Choosing Healthier Foods, Consuming Healthier Diets",https://www.usda.gov/about-usda/news/press-releases/2014/01/16/american-adults-are-choosing-healthier-foods-consuming-healthier-diets
2013-12-19,Expanding the American Brand,https://www.usda.gov/about-usda/news/blog/expanding-american-brand
2013-12-17,Science that Sells,https://www.usda.gov/about-usda/news/blog/science-sells
2013-12-16,Water Quality Trading in the Chesapeake Bay,https://www.usda.gov/about-usda/news/blog/water-quality-trading-chesapeake-bay
2013-12-10,NIFA Signs Pact to Promote and Support U.S.-Israeli Agricultural R&D,https://www.usda.gov/about-usda/news/blog/nifa-signs-pact-promote-and-support-us-israeli-agricultural-rd
2013-12-05,Enviando Regalos de Alimentos a Miembros de Las Fuerzas Armadas,https://www.usda.gov/about-usda/news/blog/enviando-regalos-de-alimentos-miembros-de-las-fuerzas-armadas
2013-11-18,"Hangout to Know Your Farmer, Know Your Food",https://www.usda.gov/about-usda/news/blog/hangout-know-your-farmer-know-your-food
2013-11-14,Range of Bull Trout in Oregon's McKenzie River Indicates Improved River Health,https://www.usda.gov/about-usda/news/blog/range-bull-trout-oregons-mckenzie-river-indicates-improved-river-health
2013-11-01,APHIS Finalizes Bovine Import Regulations in Line with International Animal Health Standards,https://www.usda.gov/about-usda/news/press-releases/2013/11/01/aphis-finalizes-bovine-import-regulations-line-international-animal-health-standards
2013-10-24,Dallas Schools Look to Source School Meals within the State of Texas,https://www.usda.gov/about-usda/news/blog/dallas-schools-look-source-school-meals-within-state-texas
2013-10-17,Cheney Public Schools Puts USDA Planning Grant to Work,https://www.usda.gov/about-usda/news/blog/cheney-public-schools-puts-usda-planning-grant-work
2013-09-11,USDA Provides Funds to Conserve Agricultural Lands,https://www.usda.gov/about-usda/news/blog/usda-provides-funds-conserve-agricultural-lands
2013-08-30,Woodpecker Condos Bring Endangered Bird Back from the Brink in South Carolina,https://www.usda.gov/about-usda/news/blog/woodpecker-condos-bring-endangered-bird-back-brink-south-carolina
2013-08-08,"SNAP Combats Food Insecurity, Improves Long-Term Health Outlook for Low-Income People",https://www.usda.gov/about-usda/news/blog/snap-combats-food-insecurity-improves-long-term-health-outlook-low-income-people
2013-07-02,Acting Under Secretary Discusses USDA's Role in Building Support for Aviation Biofuels,https://www.usda.gov/about-usda/news/blog/acting-under-secretary-discusses-usdas-role-building-support-aviation-biofuels
2013-07-01,Smart Snacks in School: New USDA Standards Aim to Ensure Healthy School Foods,https://www.usda.gov/about-usda/news/press-releases/2013/07/01/smart-snacks-school-new-usda-standards-aim-ensure-healthy-school-foods
2013-05-24,USDA Helps Xenia Rural Water District in Iowa Find a Path to Financial Viability,https://www.usda.gov/about-usda/news/blog/usda-helps-xenia-rural-water-district-iowa-find-path-financial-viability
2013-05-17,"Secretary's Column: A Food, Farm and Jobs Bill: Helping Protect Our Natural Resources",https://www.usda.gov/about-usda/news/blog/secretarys-column-food-farm-and-jobs-bill-helping-protect-our-natural-resources
2013-05-06,Full Speed Ahead for Open Ag Data,https://www.usda.gov/about-usda/news/blog/full-speed-ahead-open-ag-data
2013-05-01,They're Back! Count on the Cicada to Soon Be a Part of Your Springtime Experience,https://www.usda.gov/about-usda/news/blog/theyre-back-count-cicada-soon-be-part-your-springtime-experience
2013-04-15,Agriculture Secretary Vilsack and Transportation Secretary LaHood Renew Agreement to Promote Renewable Fuels in the Aviation Industry,https://www.usda.gov/about-usda/news/press-releases/2013/04/15/agriculture-secretary-vilsack-and-transportation-secretary-lahood-renew-agreement-promote-renewable
2013-04-11,New Reports Provide Greater Market Transparency,https://www.usda.gov/about-usda/news/blog/new-reports-provide-greater-market-transparency
2013-03-26,Opening Doors to Natural Sciences,https://www.usda.gov/about-usda/news/blog/opening-doors-natural-sciences
2013-03-20,USDA Announces New Partnership with States to Strengthen Integrity of Nation's Most Vital Nutrition Assistance Program,https://www.usda.gov/about-usda/news/press-releases/2013/03/20/usda-announces-new-partnership-states-strengthen-integrity-nations-most-vital-nutrition-assistance
2013-03-19,Ag Day for All -- Celebrating the Contributions of Farmers and Ranchers,https://www.usda.gov/about-usda/news/blog/ag-day-all-celebrating-contributions-farmers-and-ranchers
2013-02-20,Statement from Agriculture Secretary Tom Vilsack: World Organization for Animal Health Recommends United States' BSE Risk Status Be Upgraded,https://www.usda.gov/about-usda/news/press-releases/2013/02/20/statement-agriculture-secretary-tom-vilsack-world-organization-animal-health-recommends-united
2013-02-06,Ten Best Cities for Urban Forests,https://www.usda.gov/about-usda/news/blog/ten-best-cities-urban-forests
2013-01-17,"Mississippi Landowner Nurtures Healthy Forest, Helps Wildlife",https://www.usda.gov/about-usda/news/blog/mississippi-landowner-nurtures-healthy-forest-helps-wildlife
2013-01-11,Secretary's Column: The Importance of a Strong Safety Net,https://www.usda.gov/about-usda/news/blog/secretarys-column-importance-strong-safety-net
2012-12-12,Remarks by USDA Secretary Tom Vilsack at 2012 Farm Journal Forum as Capstone Keynote Speaker,https://www.usda.gov/about-usda/news/transcripts-speeches/2012/12/12/remarks-usda-secretary-tom-vilsack-2012-farm-journal-forum-capstone-keynote-speaker
2012-12-11,Forest Service International Programs lauded by Secretary of State,https://www.usda.gov/about-usda/news/blog/forest-service-international-programs-lauded-secretary-state
2012-11-30,Statement from Agriculture Secretary Tom Vilsack on Soaring U.S. Exports,https://www.usda.gov/about-usda/news/press-releases/2012/11/30/statement-agriculture-secretary-tom-vilsack-soaring-us-exports
2012-11-09,In Working with Tribes USDA Rural Development Opens Electronic Doors,https://www.usda.gov/about-usda/news/blog/working-tribes-usda-rural-development-opens-electronic-doors
2012-09-17,"In Good Faith and Good Humor, the Rev. Nonnie Holliman Keeps America’s Food Supply Safe",https://www.usda.gov/about-usda/news/blog/good-faith-and-good-humor-rev-nonnie-holliman-keeps-americas-food-supply-safe
2012-09-07,Secretary's Column: Research Strengthening Agriculture’s Resilience,https://www.usda.gov/about-usda/news/blog/secretarys-column-research-strengthening-agricultures-resilience
2012-08-17,"In Pennsylvania, Farmers Markets Offer Opportunity to Producers and  Communities",https://www.usda.gov/about-usda/news/blog/pennsylvania-farmers-markets-offer-opportunity-producers-and-communities
2012-08-09,Agriculture Deputy Secretary Merrigan Announces New Opportunities for Small Meat and Poultry Processors,https://www.usda.gov/about-usda/news/press-releases/2012/08/09/agriculture-deputy-secretary-merrigan-announces-new-opportunities-small-meat-and-poultry-processors
2012-07-18,USDA: Investing in Rural Economies in New Mexico and Across the Nation,https://www.usda.gov/about-usda/news/blog/usda-investing-rural-economies-new-mexico-and-across-nation
2012-07-18,USDA Designates an Additional 39 Counties in 8 States as Primary Natural Disaster Areas Due to Worsening Drought,https://www.usda.gov/about-usda/news/press-releases/2012/07/18/usda-designates-additional-39-counties-8-states-primary-natural-disaster-areas-due-worsening-drought
2012-07-16,USDA Officials Stand with Farmers and Ranchers Affected by Extreme Weather and Natural Disasters,https://www.usda.gov/about-usda/news/press-releases/2012/07/16/usda-officials-stand-farmers-and-ranchers-affected-extreme-weather-and-natural-disasters
2012-07-12,USDA Press Conference with Secretary Tom Vilsack on Improvements to Disaster Assistance,https://www.usda.gov/about-usda/news/transcripts-speeches/2012/07/12/usda-press-conference-secretary-tom-vilsack-improvements-disaster-assistance
2012-07-02,"USDA Press Teleconference with USDA Secretary Tom Vilsack; Secretary of the Navy, Ray Mabus; and Deputy Assistant to the President for Energy and Climate Change, Heather Zichal",https://www.usda.gov/about-usda/news/transcripts-speeches/2012/07/02/usda-press-teleconference-usda-secretary-tom-vilsack-secretary-navy-ray-mabus-and-deputy-assistant
2012-06-20,"Remembering Dr. Charles E. Kellogg, Soil Scientist and Chief of USDA's Bureau of Chemistry and Soils",https://www.usda.gov/about-usda/news/blog/remembering-dr-charles-e-kellogg-soil-scientist-and-chief-usdas-bureau-chemistry-and-soils
2012-06-04,Agriculture Secretary Vilsack Intends to Appoint Socially-Disadvantaged Farmers as Voting Members of County Committees,https://www.usda.gov/about-usda/news/press-releases/2012/06/04/agriculture-secretary-vilsack-intends-appoint-socially-disadvantaged-farmers-voting-members-county
2012-05-17,Agriculture Deputy Secretary Merrigan and California Business Leaders Share Ideas on How to Boost Small Businesses and Create Jobs,https://www.usda.gov/about-usda/news/press-releases/2012/05/17/agriculture-deputy-secretary-merrigan-and-california-business-leaders-share-ideas-how-boost-small
